prompt_id,model,base_score_0_5,core_score_0_5,lift_0_5,base_A,base_B,base_C,base_D,base_E,core_A,core_B,core_C,core_D,core_E
template_20260129_115738_19657,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
med_train_complex_20260129210312_5245,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115730_19752,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115826_16590,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115827_39287,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115840_28991,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_02504,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_082502_96035,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115825_62964,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115853_08998,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115823_44901,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115815_42191,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115853_81205,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_46438,gemma4:31b,3,4,1,1,0,1,0,1,1,1,0,1,1
TC-B2DB9FC22693,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115729_78394,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
PRETEXT-F09319CAC3,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115725_24687,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115810_40510,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-991038F2D2EE,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115828_86118,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
fee_rename_2018_money_lender_schemes_Philippines→UAE_10004,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
BASE-00072,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115727_69264,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115832_05832,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115826_86972,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115827_89058,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115822_47987,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115801_88115,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115754_86697,gemma4:31b,3,3,0,0,1,1,0,1,0,1,1,0,1
template_20260129_115727_57330,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115732_36683,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115726_68540,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115725_47466,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115747_82281,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115740_72171,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115747_30489,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115739_00575,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115728_06189,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115812_32445,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115741_38156,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-EA62C26A6A,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115825_53310,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115754_17829,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115807_33701,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115841_92954,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115742_85721,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115841_79366,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115724_40879,gemma4:31b,4,5,1,1,1,0,1,1,1,1,1,1,1
template_20260129_115741_85420,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-E54D891BBEA4,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115824_14355,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115733_92635,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115750_16278,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115750_49548,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115842_16584,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
ADV-CC_SC_001-33C23489B3,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
GEN-3A8E0CED97,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115847_84489,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115825_37362,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115731_02654,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115825_66206,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115759_72757,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_04558,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
GEN-D8B57EB915,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115729_40313,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115750_14401,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115814_26361,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_75647,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
MULTIPATH-E4A0A60B7E,gemma4:31b,3,4,1,0,0,1,1,1,1,1,1,0,1
template_20260129_115852_04718,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115814_00581,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115748_94296,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115825_74561,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115811_31422,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115738_77704,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
GEN-85796F8B26,gemma4:31b,2,4,2,0,0,1,0,1,0,1,1,1,1
template_20260129_115725_28516,gemma4:31b,4,5,1,0,1,1,1,1,1,1,1,1,1
template_20260129_115738_99559,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115759_29841,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115725_49884,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115828_87177,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115823_57039,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115743_76863,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115825_73724,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
corp_hier_circular_ownership_invoice_factoring_Pakistan_UAE_53874,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115737_15544,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_92226,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
GEN-5C3E9893B4,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
GEN-DBF13B077B,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
template_20260129_115822_10676,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
TC-F6FBE0F9263E,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
corp_hier_franchise_network_currency_exchange_India_UAE_49416,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
RMX-E5DAA03883,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-7082EDF44017,gemma4:31b,4,5,1,0,1,1,1,1,1,1,1,1,1
TC-8870B7488513,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115721_40520,gemma4:31b,3,5,2,0,1,0,1,1,1,1,1,1,1
template_20260129_115853_76967,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115759_32807,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115846_94355,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
med_train_complex_20260129210256_9110,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115732_55055,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115755_14172,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115853_10968,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_20441,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115808_03787,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115853_93321,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_05130,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115740_64054,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_50949,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_43847,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115841_14564,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115741_35698,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115729_42514,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-B570E98507,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115738_12278,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115827_56703,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115721_33820,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115721_12658,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115811_77903,gemma4:31b,3,4,1,0,1,1,0,1,0,1,1,1,1
template_20260129_115821_00141,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115729_48009,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115729_66757,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
RMX-A33010D14E,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115733_29065,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_54007,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115727_44140,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115737_98273,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115722_44785,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115732_19398,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115732_02317,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115827_67806,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115754_87005,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115851_87521,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-EA1A2AC710,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
GEN-D9BEDA5CB8,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115827_77732,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115825_38517,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115823_13576,gemma4:31b,2,4,2,0,0,1,0,1,0,1,1,1,1
template_20260129_115841_84276,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115753_43130,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115827_39388,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115730_63405,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115719_52469,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115722_47803,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-0FBF6A7E97,gemma4:31b,3,5,2,0,0,1,1,1,1,1,1,1,1
template_20260129_115738_17257,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115733_79043,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115741_87665,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115733_35626,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115850_07933,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-1DEBC9E30C10,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-742A055CDCE1,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_56115,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115748_55901,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
franchise_kick_20260129210312_4415,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115849_56016,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115753_85658,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115725_38109,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_16894,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115732_56487,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_43169,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
corridor_Indonesia_Singapore_71_11375,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115821_20450,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115737_01833,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115821_36801,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115841_58511,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_44819,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_94585,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115739_54791,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115813_45129,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115744_84174,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
ADV-CJ_EE_001-DB8567F5AE,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115759_47851,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115740_47993,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115728_55111,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115830_96226,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115726_85112,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115742_62171,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_13056,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
TC-D3662518EE61,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115725_98234,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115752_45204,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115840_20749,gemma4:31b,3,4,1,1,1,0,0,1,1,1,1,0,1
template_20260129_115821_54283,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_37465,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115814_43252,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115800_23272,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115814_62995,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115843_62590,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
PRETEXT-03ADCFA526,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115738_94192,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115821_48399,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_63658,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115721_99352,gemma4:31b,4,4,0,1,0,1,1,1,1,1,1,0,1
TC-8E183A95A14B,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115822_69478,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115841_46707,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
SCHEME-644DEB0A1C,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115722_47633,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-C41807E69725,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_46310,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115755_01550,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115843_77341,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115812_07504,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115815_31772,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
HERMES-909AE72797C8,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115814_30005,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115732_39210,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115825_59578,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115730_56612,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115737_03635,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115827_94908,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115822_75051,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115738_99490,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
GEN-7C7989F3B9,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115821_07981,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115815_59896,gemma4:31b,3,3,0,0,1,1,0,1,0,1,1,0,1
template_20260129_115853_19603,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115841_91268,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115736_23928,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115821_42395,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115800_77096,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115824_64011,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115742_71299,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115752_27572,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115742_67674,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
JUST-IDEO-00766,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_49064,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115723_39224,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115724_80450,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115738_22127,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115742_54439,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115852_56576,gemma4:31b,4,4,0,1,1,1,0,1,0,1,1,1,1
template_20260129_115723_23353,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-B764D386AD00,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115732_90705,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115831_13326,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115823_15109,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115740_55449,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_54786,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
LLM-FCB-80DDB6DC0E,gemma4:31b,5,3,-2,1,1,1,1,1,1,1,0,0,1
template_20260129_115826_86584,gemma4:31b,4,5,1,1,1,0,1,1,1,1,1,1,1
template_20260129_115744_43205,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115755_06408,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
GEN-BB9AFD33FA,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115720_89874,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115729_07357,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115740_40347,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115754_39696,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115827_64016,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115728_31351,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115749_14961,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115738_78617,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-EC8F9B8DDE65,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115737_16012,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115741_68095,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115729_38796,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115729_28747,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115854_44007,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-9F859314D2,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115822_68631,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_71932,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-410FCAF6C1,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
HERMES-930E8654C8A1,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_63298,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_45419,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
TC-1D88AB9467D5,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115721_84814,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115827_10939,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115739_85689,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115742_39525,gemma4:31b,3,4,1,0,1,1,0,1,1,1,1,0,1
template_20260129_115737_42365,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_45097,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115727_40468,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-A64BA75F99,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115730_73362,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
ADV-FCB_CR_001-BC2D8F71EF,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115732_15760,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115822_87096,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115744_75464,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115737_11784,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115752_37852,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115744_66245,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115724_24115,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115753_73129,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115730_35268,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115823_53601,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115825_77553,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115726_12950,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115727_43002,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115733_39893,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_70883,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115731_01088,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115831_80243,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115720_89487,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
template_20260129_115819_06469,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_38315,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
GEN-968DBB8A62,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
